NOM	CARRER	NÚM.	DISTRICTE	BARRI	CODI POSTAL	LOCALITAT	REGIÓ	PAÍS	LATITUD	LONGITUD	TELÈFON 1	TELÈFON 2	EMAIL
Restaurant Semon *Sta Fe Nou Mèxic	C Santa Fe de Nou Mèxic	15	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08017	BARCELONA	BARCELONA	ESPANYA	41.39443801944444	2.1372096666666667	+34 932015507	---	---
Llibreria Casa del Libro *Passeig Gràcia	Pg Gràcia	62	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.392924102777776	2.1644761666666668	+34 932723480	+34 934871426	---
Cafeteria  Restaurant Living Bar	Capellans	9	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38526237222222	2.1744239999999997	+34 934121370	---	---
Restaurant Luna de Estambul	Av Roma	110	Eixample	la Nova Esquerra de l'Eixample	08015	BARCELONA	BARCELONA	ESPANYA	41.384356555555556	2.1527771388888888	+34 933232565	---	---
Restaurant Tapas *Poble Espanyol	Av Francesc Ferrer Guàrdia	13*27	Sants-Montjuïc	el Poble-sec	08038	BARCELONA	BARCELONA	ESPANYA	41.369117261111114	2.1467245833333335	+34 933257746	+34 933257746	---
Restaurant Bell Amic	C Gignàs	25	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38151735277778	2.1802831388888886	+34 933151259	---	lcanyas@wanadoo.es
Restaurant Frankfurt de l'Olla	C Torrent de l'Olla	111	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.402389774999996	2.156769222222222	+34 932372174	---	---
El Cafè de Ferran	Ferran	59	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.382338394444446	2.176605611111111	+34 933021076	---	---
Bar Castells	Pl Bonsuccés	0001	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.384119008333336	2.1697938333333333	+34 933021054	CASTELLS MENTUY M EMILIA	---
Mirador Barcelona Restaurant El Cordero	Riudecanyes	5	Nou Barris	Torre Baró	08033	BARCELONA	BARCELONA	ESPANYA	41.45258513888889	2.1792986666666665	+34 933533419	+34 933530701	---
Restaurant Marisqueria Las 5 Villas	Rda General Mitre	1	Sarrià-Sant Gervasi	les Tres Torres	08017	BARCELONA	BARCELONA	ESPANYA	41.39303746111111	2.130673888888889	+34 932802858	+34 932805643	---
Bar Restaurant Blat Net *Sitges	C Sitges	6	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38432688611111	2.1697629722222223	+34 933179925	TRAVE BARRIO JUAN	---
Bar Bocatta *Pl Sant Jaume	Pl Sant Jaume	6	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.382959622222224	2.1772279166666664	+34 933151606	+34 933151606	---
Bar Restaurant La Perla *Numáncia	Numància	66	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.38429909166667	2.1382555555555554	+34 934305017	DARBRA BADIA EUSEBIO	---
Restaurant La Torreta de Sarrià	Ctra Sarrià a Vallvidrera	82	Sarrià-Sant Gervasi	Sarrià	08017	BARCELONA	BARCELONA	ESPANYA	41.40865347222222	2.1099690833333336	+34 932805630	LA TORRETA DE SARRIA SL	---
Sweet Gaufre	C la Rambla	83	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.381531716666665	2.1726858055555556	+34 933026960	SANCHEZ GALAN JOAQUINA	---
Bar Restaurant A Canteira	Pg Sant Joan	159	Gràcia	el Camp d'en Grassot i Gràcia Nova	08037	BARCELONA	BARCELONA	ESPANYA	41.40220458333333	2.165419527777778	+34 934588486	ALONSO HERRERO JOSE V	---
Bar Bus Exprés	Av Meridiana	408*410	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.431663066666665	2.1835384166666665	+34 933450206	AVILA GARRIDO EVARISTO	---
Restaurant La Taverna de Santa Maria	C Abaixadors	10	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38310671388889	2.1811898888888885	+34 933103096	+34 933103096	---
Restaurant Ca La Monyos	C Muntaner	18	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.385050505555554	2.161671333333333	+34 934545358	CA LA MONYOS	---
Restaurant Can Tornem-hi	Av Exèrcit	8*10	Les Corts	Pedralbes	08034	BARCELONA	BARCELONA	ESPANYA	41.386211877777775	2.112228638888889	+34 932804814	BADIA ALEPUZ ANTONIO	---
Restaurant All i Oli	Alella	3	Nou Barris	Porta	08016	BARCELONA	BARCELONA	ESPANYA	41.43137043333333	2.1812246388888887	+34 934083542	CELESTINO-ANDRES S.C.P.	---
Restaurant Sal i Pebre	Alfambra	14	Les Corts	Pedralbes	08034	BARCELONA	BARCELONA	ESPANYA	41.386552183333336	2.112660388888889	+34 932053658	SITJA ALSINA CARMEN	---
Restaurant Triton	Alfambra	16	Les Corts	Pedralbes	08034	BARCELONA	BARCELONA	ESPANYA	41.38667828055556	2.1126066666666667	+34 932033085	+34 932044190	rbmesa@noftly.es
Bar  Aptc	C Alí Bei	43	Eixample	el Fort Pienc	08010	BARCELONA	BARCELONA	ESPANYA	41.392953741666666	2.1798293055555553	+34 932313058	MARTIN OLMOS RAFAEL	---
Bar Restaurant Paco Alcalde	C Almirall Aixada	12	Ciutat Vella	la Barceloneta	08003	BARCELONA	BARCELONA	ESPANYA	41.377319675	2.1897478055555553	+34 932215026	+34 932214597	---
Bar Restaurant Ancora	C Almirall Cervera	2	Ciutat Vella	la Barceloneta	08003	BARCELONA	BARCELONA	ESPANYA	41.37801235	2.1884919166666665	+34 932215062	+34 932215062	---
Bar Restaurant Salamanca	C Almirall Cervera	27	Ciutat Vella	la Barceloneta	08003	BARCELONA	BARCELONA	ESPANYA	41.37869370833334	2.1907221666666663	+34 932216616	+34 932215033	---
Restaurant Salamanca	C Almirall Cervera	34	Ciutat Vella	la Barceloneta	08003	BARCELONA	BARCELONA	ESPANYA	41.37860735277778	2.191201583333333	+34 932215033	+34 932255156	---
Restaurant Monguzan	C Almogàvers	191	Sant Martí	el Parc i la Llacuna del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.40074077222222	2.1946453611111107	+34 933007418	MONGUZAN, SL	---
Bodega Costa Brava	C Alzina	58	Gràcia	la Vila de Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	41.407795602777774	2.15520625	+34 934592210	GONZALEZ RODRIGUEZ JOSE	---
Restaurant Tastavins - Bodega Brugal	Morales	30	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.38824334722222	2.140496222222222	+34 934301344	BATLLE CASADEMONT JAUME	---
Restaurant Mercè Vins	C n'Amargós	1	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.385930530555555	2.1742766666666666	+34 933026056	BOADA SANCHEZ MERCE	---
Bar Restaurant El Pati	C n'Amargós	13	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.386362572222225	2.174097944444444	+34 933020036	PROMOTORA CHAPI SL	---
Café Loyola	Amigó	0044	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.395630491666665	2.1441989444444443	+34 932099729	LAYOLA LLAVERIA FEDERICO	---
Restaurant Mariona	C Amigó	53	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.39596736111111	2.1434695	+34 932011830	+34 932045653	---
Bar Restaurant Panchito *Amigo	C Amigó	57	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.39617313888889	2.1432106388888887	+34 932022131	CANDELA SEMPERE M ANGELES	---
Restaurant La Parrilla	C Amigó	62	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.396771961111114	2.142732	+34 932094110	CASTAÑO MARTIN HERMINIA	---
Bar Restaurant Don Zangano	C Amigó	74	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.39745632222222	2.1418512777777776	+34 932094129	---	donzangano@gmail.com
Restaurant Vol de Nit	C Anglí	4	Sarrià-Sant Gervasi	les Tres Torres	08017	BARCELONA	BARCELONA	ESPANYA	41.39823899444444	2.1278901666666665	+34 932039181	FERNANDEZ FAZ BEATRIZ Y CIA	---
Restaurant Ca La Nuri Eixample *Consell de Cent	C Consell de Cent	377	Eixample	la Dreta de l'Eixample	08009	BARCELONA	BARCELONA	ESPANYA	41.393736088888886	2.169034111111111	+34 932155523	+34 934871058	info@calanuri.com
Umma Gumma	C Aragó	595	Sant Martí	el Camp de l'Arpa del Clot	08026	BARCELONA	BARCELONA	ESPANYA	41.40814104722222	2.18599175	+34 932458033	RUIZ MORALES FERRAN	---
Bar Restaurant Rincón	C Arbós	4	Horta-Guinardó	la Font d'en Fargues	08032	BARCELONA	BARCELONA	ESPANYA	41.42153398611111	2.158957722222222	+34 933573085	GONZALEZ ANGULLO ANTONIO	---
Restaurant Pizzeria La Pizza Nostra	C Montcada	29	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.384539680555555	2.1817947777777777	+34 933199058	---	auroraboreal7@hotmail.com
Bar Kentucky	Arc del Teatre	11	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37770655277778	2.174696	+34 933182878	JOVER SANSO NIEVES	---
Bar Restaurant  l'Ovella Negra	C Sitges	5	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38445961944444	2.1695940277777774	+34 933171087	+34 933171087	---
Bar Restaurant Noni	C Arenys	21	Horta-Guinardó	la Teixonera	08035	BARCELONA	BARCELONA	ESPANYA	41.422007952777776	2.1422234444444443	+34 934174673	MENDEZ MARTINEZ M ASUNCION	---
Restaurant La Flauta	C Aribau	23	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38690949722222	2.1611048888888886	+34 933237038	SOLE FARRES ANTONIO	---
Restaurant El Puma	C Aribau	44	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.387709477777776	2.1604122777777777	+34 934541913	VIATOR RESTAURACION, SA	---
Restaurant Japonès Yamadori	C Aribau	68	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38886756388889	2.158884111111111	+34 934539264	+34 934513655	---
Restaurant Chicoa S.A.	C Aribau	73	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.389261858333334	2.157997611111111	+34 934538532	+34 934531123	---
Bar Restaurant Racó d'en Balta	C Aribau	125	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.391340988888885	2.1552463055555555	+34 934531044	+34 934548348	---
Bar Ros Negre	Aribau	167	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.3930922	2.15288675	+34 934395758	ROS NEGRE, SA	---
Restaurant El Patio Andaluz *Aribau	C Aribau	242	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.395777025	2.1497253888888888	+34 932093378	+34 932093378	---
Bar Restaurant La Soca	C Aribau	280	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.397889488888886	2.147435861111111	+34 932009136	CLAVER GIMENEZ ANTONIO	---
Restaurant Cerveseria O'Brindis	C Aribau	282	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.398063844444444	2.1472397777777776	+34 932095530	O'BRINDIS SCP	---
Restaurant Arizala 60	Arizala	60	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.37844099722222	2.123846277777778	+34 933339146	ZORRILLA ROBLES MANUEL	---
Bar Restaurant Jumilla	C Artesa de Segre	6	Sarrià-Sant Gervasi	Sant Gervasi - la Bonanova	08022	BARCELONA	BARCELONA	ESPANYA	41.40318369722222	2.1347768055555556	+34 934173007	NEBOT CATALAN EMILIO	---
Bar Maria Castaña	Via Augusta	53	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.398138180555556	2.1531310277777775	+34 932170985	+34 932182590	---
Bar Restaurant Torrotito	Via Augusta	101	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.40100790555555	2.1493082777777777	+34 932184156	LORENZO LOURES MARIA	---
Restaurant Fort Pienc	Ausias Marc	0077	Eixample	el Fort Pienc	08013	BARCELONA	BARCELONA	ESPANYA	41.394292875	2.1793708888888887	+34 932656028	MARTINEZ FERNANDEZ JUAN JOSE	---
Bar Restaurant Bierzo	C Ausiàs Marc	138	Eixample	el Fort Pienc	08013	BARCELONA	BARCELONA	ESPANYA	41.39757304166667	2.1841246944444443	+34 932311420	PONCELAS DIAZ PIO SENEN	---
Bar Restaurant Piratas	C Ausias Marc	157	Eixample	el Fort Pienc	08013	BARCELONA	BARCELONA	ESPANYA	41.39784709166667	2.1841205555555554	+34 932457642	FENOLLAR SANCHEZ JUANA	---
Restaurant El Gallo Quirico	C Avinyó	19	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38105225	2.1770046111111108	+34 933010280	ASHI AZIZ RAFIQ	---
Bar Casa El Agüelo	Avinyó	0037	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38030763611111	2.179155722222222	+34 933102325	FERRER SANVICENTE NATALIA	---
Restaurant Pitarra	C Avinyó	56	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.380238480555555	2.179166472222222	+34 933011647	+34 933018562	info@restaurantpitarra.cat
Bar Restaurant Rodeo	C Badal	50	Sants-Montjuïc	la Bordeta	08014	BARCELONA	BARCELONA	ESPANYA	41.36769998055556	2.1339270277777778	+34 934213910	CORTES ROMERO JOSE	---
Restaurant O'Bierzo	C Vila i Vilà	73	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.37409187777778	2.1688276944444445	+34 934418204	LOPEZ MAGDALENA BENIGNO	---
Restaurant Soulet	C Bailèn	122	Eixample	la Dreta de l'Eixample	08009	BARCELONA	BARCELONA	ESPANYA	41.39797259722222	2.169397083333333	+34 934589872	ESCOLANO PARICIO PEDRO	---
Restaurant Mesón La Tinaja	C Bailèn	206	Gràcia	el Camp d'en Grassot i Gràcia Nova	08037	BARCELONA	BARCELONA	ESPANYA	41.402067091666666	2.16408175	+34 932073624	SALVADOR VILLANUEVA FRANCISCO	---
Cerveseria Snack Bar Seven	C Balmes	64	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.389751258333334	2.1622268055555556	+34 934875216	---	---
Bar Restaurant La Brochette	C Balmes	122	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.3929944	2.157935833333333	+34 932158944	BALMES 122 SL	---
Restaurant Trattoria Topogigio	C Balmes	139	Eixample	l'Antiga Esquerra de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.393679891666665	2.1566721944444445	+34 932183193	STURIALE LIBERO	---
Bar Restaurant Baztan	C Balmes	147	Eixample	l'Antiga Esquerra de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.393841530555555	2.1561345833333334	+34 932171155	JOSE AQUILINO VILA Y LUIS ANGEL VILA	---
Cervesseria Restaurant Tra-Bal	C Balmes	203	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.39776523333333	2.1515389166666665	+34 932373509	+34 932373509	---
Restaurant Creperie Bretonne	C Balmes	274	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.400923980555554	2.1481261666666667	+34 932173048	FUERTES PEÑA ARQUIMEDES	---
Restaurant La Carreta	C Balmes	358	Sarrià-Sant Gervasi	el Putxet i el Farró	08006	BARCELONA	BARCELONA	ESPANYA	41.40390738611111	2.142312638888889	+34 934185784	+34 934181376	---
Bar Bavara	Balmes	0470	Sarrià-Sant Gervasi	el Putxet i el Farró	08022	BARCELONA	BARCELONA	ESPANYA	41.41003151666666	2.1374624166666667	+34 934170649	TORRES CADIZ JOSE A	---
Bar Restaurant Hermanos Loureido	C Basses de Sant Pere	10	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.388581188888885	2.1801399166666666	+34 933193029	LOPEZ CARRERA M ISOLINA	---
Bar Restaurant La Cova Fumada	C Baluard	56	Ciutat Vella	la Barceloneta	08003	BARCELONA	BARCELONA	ESPANYA	41.379300244444444	2.1891936666666663	+34 932214061	SOLE PLA MAGIN	---
Restaurant Ciutat Comtal	C Banys Nous	8	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38217306666667	2.1751691666666666	+34 933022102	GONZALEZ MARTIN CANDIDO	---
Bar Restaurant El Portalon	C Banys Nous	20	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38287701666667	2.174607472222222	+34 933021187	LOPEZ BERRON GABRIEL	---
Restaurant Egipte-Rambla	C la Rambla	79	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.381430091666665	2.172774472222222	+34 933179545	+34 933181544	---
Bar Bocatta *La Rambla	C la Rambla	89	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.38192496111111	2.1723339444444445	+34 934123098	+34 934123098	---
Restaurant Viena *La Rambla	C la Rambla	115	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.38414511111111	2.170722777777778	+34 933171492	+34 937450773	---
Restaurant La Poma	C la Rambla	117	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.38434323055556	2.170566194444444	+34 933019400	+34 933010035	info@restaurantelapoma.com
Bar Pans & Company *La Rambla	C la Rambla	123	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.38462553888889	2.1703563888888886	+34 933016621	+34 934120768	---
Restaurant Moka	la Rambla	126	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38409141388889	2.171281611111111	+34 933026886	+34 933186948	---
Bar Restaurant Baviera	C la Rambla	127	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.384956386111114	2.1701017777777776	+34 933026063	+34 933019225	---
Bar Restaurant Núria *La Rambla	C la Rambla	133	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.38521851666667	2.1699009166666667	+34 933023847	+34 933174377	nuria@nuria.com
Bar Burger King *Rambla, 135	C la Rambla	135	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.385292783333334	2.169844555555555	+34 934813530	+34 933015836	---
Restaurant O'Eiro	Berlín	55	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.383452575	2.1391229444444444	+34 933214707	+34 933214707	---
Restaurant Claudia	C Bigai	3	Sarrià-Sant Gervasi	Sant Gervasi - la Bonanova	08022	BARCELONA	BARCELONA	ESPANYA	41.405004425	2.132578638888889	+34 932112070	JIMENEZ SALMERON M LUZ	---
Bar Restaurant Cadí 2	C Bolívia	340	Sant Martí	el Besòs i el Maresme	08019	BARCELONA	BARCELONA	ESPANYA	41.416048330555554	2.208827861111111	+34 933081947	FERNANDEZ GONZALEZ M CARMEN	---
Restaurant Creperia Crep Nova	Pg Bonanova	12	Sarrià-Sant Gervasi	Sant Gervasi - la Bonanova	08022	BARCELONA	BARCELONA	ESPANYA	41.406055663888885	2.131507111111111	+34 932115597	FARRES LARDIN ERNESTO	---
Restaurant Asador del Mar	C Bori i Fontestà	45	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08017	BARCELONA	BARCELONA	ESPANYA	41.39246398888889	2.137280222222222	+34 932012577	+34 934143622	---
Restaurant La Carassa	C Brosolí	1	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38386118611111	2.180482083333333	+34 933103306	GIBERT HUCH DAVID	---
Restaurant El Asador de Burgos	C Bruc	118	Eixample	la Dreta de l'Eixample	08009	BARCELONA	BARCELONA	ESPANYA	41.396273655555554	2.1671212222222223	+34 932073160	J L 2 SCP	---
Café Arabia	C Bruniquer	38	Gràcia	la Vila de Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	41.40496543888889	2.1612940277777777	+34 932133050	NAVARRO ABELLAN JOSE	---
Restaurant Patxi	C Bonavista	21	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.3984023	2.159794277777778	+34 932172157	LAZARO PEDRO DE HILARIO	---
Restaurant Cafeteria Piper's	C Buenos Aires	42	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.39221051111111	2.1469714166666667	+34 934305154	+34 934390231	el_pipers@inicia.es
Restaurant Santiaguiño	C Buenos Aires	2*4	Eixample	l'Antiga Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.39089918611111	2.1451611111111113	+34 934103022	+34 934192115	---
Restaurant Eucaliptus	C Bonsuccés	4	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38441071111111	2.170289111111111	+34 933021824	PORRAS MELCON ABEL	---
Bar Restaurant Julivert Meu	C Bonsuccés	7	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38426831111111	2.1701705833333333	+34 933180343	+34 933180343	---
Restaurant Bioasis	C Bonsuccés	8	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38433344166667	2.1701578055555553	+34 933041559	ARIAS VALLE DEL MAXIMINO	---
Restaurant La Fragua	Rbla Raval	15	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37924691388889	2.1691652777777777	+34 934428097	GRANERO CARMONA JOSE A	---
Restaurant La Queixalada d'en Xavi	C Calàbria	31	Eixample	Sant Antoni	08015	BARCELONA	BARCELONA	ESPANYA	41.37649325833333	2.159077583333333	+34 933254448	---	contacto@laqueixaladadenxavi.com
Restaurant Xinès Hong-Kong	C Calàbria	164	Eixample	la Nova Esquerra de l'Eixample	08015	BARCELONA	BARCELONA	ESPANYA	41.38251763611111	2.151469777777778	+34 932260753	PAR YING CHUAN CHEN	---
Restaurant La Font del Bosc	C Calàbria	171	Eixample	la Nova Esquerra de l'Eixample	08015	BARCELONA	BARCELONA	ESPANYA	41.382647419444446	2.1509359999999997	+34 932266042	+34 932264253	---
Bar Restaurant Pizzeria La Bella Napoli	C Calàbria	232	Eixample	la Nova Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.38598286388889	2.1468783333333334	+34 933229858	LOPEZ GUIJARRO JOSE M	---
Bar Restaurant El Lagarto de Jaen	C Calderón de la Barca	71	Horta-Guinardó	el Carmel	08032	BARCELONA	BARCELONA	ESPANYA	41.421272027777775	2.1564123333333334	+34 934293149	GOMEZ PLATA MOLERO ALFREDO	---
Restaurant Xinès Orquidea	C Calvet	14	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.393723533333336	2.144874888888889	+34 932099539	+34 932005011	---
La Flama	Calvet	0014	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.393723533333336	2.144874888888889	+34 932090750	DECARPI SA	---
Restaurant Marisqueria Marisk	C Calvet	27	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.3947051	2.1433175277777776	+34 932006796	MARISK SCCL	---
Bar Restaurant Kentucky Fried Chicken *F Macià	Pl Francesc Macià	8	Eixample	l'Antiga Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.39221535833333	2.144740722222222	+34 934109231	KENCHIC SL	---
